fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2026-07-03T16:38:41,36.25,-,45.4,-,1.07,-,46.95,-
2026-07-03T16:38:31,36.45,-,43.38,-,0.82,-,45.27,-
2026-07-03T16:37:41,36.53,-,43.92,-,0.63,-,50.48,-
2026-07-03T16:37:01,36.7,-,44.08,-,0.63,-,55.7,-
2026-07-03T16:36:51,36.25,-,38.51,-,0.72,-,39.8,-
2026-07-03T16:36:31,36.29,-,38.0,-,0.93,-,52.46,-
2026-07-03T16:36:21,36.56,-,42.07,-,0.76,-,63.57,-
2026-07-03T16:36:11,36.35,-,34.79,-,1.26,-,52.62,-
2026-07-03T16:34:31,36.42,-,40.63,-,0.71,-,50.72,-
2026-07-03T16:34:11,36.75,-,43.73,-,1.23,-,39.92,-
2026-07-03T16:33:41,36.3,-,40.09,-,1.17,-,35.89,-
2026-07-03T16:33:31,36.29,-,35.06,-,0.87,-,54.6,-
2026-07-03T16:33:11,36.68,-,37.07,-,0.85,-,62.79,-
2026-07-03T16:33:01,36.26,-,35.7,-,1.24,-,66.56,-
2026-07-03T16:32:31,36.75,-,42.57,-,1.24,-,68.21,-
2026-07-03T16:32:21,36.66,-,39.22,-,1.16,-,38.07,-
2026-07-03T16:31:51,36.74,-,42.9,-,1.03,-,54.51,-
2026-07-03T16:31:41,36.5,-,39.85,-,0.58,-,37.76,-
2026-07-03T16:31:31,36.79,-,39.91,-,0.88,-,48.32,-
2026-07-03T16:29:11,36.49,-,45.65,-,1.02,-,44.46,-
2026-07-03T16:29:01,36.66,-,34.63,-,1.18,-,34.17,-
2026-07-03T16:28:51,36.23,-,43.37,-,1.05,-,50.7,-
2026-07-03T16:28:41,36.21,-,35.94,-,0.75,-,53.2,-
2026-07-03T16:28:31,36.62,-,42.71,-,1.19,-,36.87,-
2026-07-03T16:28:21,36.78,-,36.26,-,1.68,alta,65.46,-
2026-07-03T16:26:31,36.34,-,35.55,-,0.9,-,39.82,-
2026-07-03T16:26:21,36.56,-,39.39,-,1.24,-,52.57,-
2026-07-03T16:26:01,36.71,-,34.73,-,1.13,-,65.68,-
2026-07-03T16:25:21,36.69,-,37.11,-,0.92,-,63.09,-
2026-07-03T16:25:11,36.23,-,41.38,-,1.26,-,54.76,-
2026-07-03T16:25:01,36.8,-,41.52,-,0.7,-,33.86,-
2026-07-03T16:24:51,36.6,-,39.7,-,1.16,-,40.74,-
2026-07-03T16:24:41,36.24,-,45.28,-,1.14,-,40.9,-
2026-07-03T16:24:31,36.36,-,43.88,-,0.68,-,43.22,-
2026-07-03T16:24:21,36.21,-,36.09,-,1.24,-,34.63,-
2026-07-03T16:24:11,36.27,-,42.62,-,1.22,-,51.53,-
2026-07-03T16:23:51,36.67,-,37.79,-,0.78,-,61.97,-
2026-07-03T16:23:41,36.72,-,35.72,-,0.88,-,57.68,-
2026-07-03T16:23:21,36.32,-,45.81,-,0.83,-,47.97,-
2026-07-03T16:23:11,36.76,-,45.28,-,0.95,-,66.97,-
2026-07-03T16:23:01,36.34,-,37.4,-,0.59,-,52.69,-
2026-07-03T16:22:51,36.41,-,41.21,-,0.7,-,65.5,-
2026-07-03T16:22:41,36.4,-,37.31,-,1.11,-,52.09,-
2026-07-03T16:22:31,36.57,-,41.84,-,0.93,-,55.66,-
2026-07-03T16:22:21,36.77,-,34.74,-,1.18,-,67.47,-
2026-07-03T16:22:11,36.5,-,38.53,-,1.22,-,45.94,-
2026-07-03T16:22:01,36.24,-,38.15,-,0.6,-,63.22,-
2026-07-03T16:21:51,36.29,-,35.22,-,0.7,-,37.87,-
2026-07-03T16:21:41,36.43,-,44.7,-,0.59,-,67.08,-
2026-07-03T16:21:31,36.62,-,41.33,-,0.72,-,63.46,-
2026-07-03T16:21:21,36.31,-,39.52,-,0.6,-,39.76,-
2026-07-03T16:21:11,36.69,-,38.39,-,0.68,-,35.11,-
2026-07-03T16:21:01,36.53,-,38.51,-,0.62,-,65.31,-
2026-07-03T16:20:51,36.41,-,44.68,-,1.08,-,37.54,-
2026-07-03T16:20:41,36.41,-,35.99,-,0.78,-,65.96,-
2026-07-03T16:20:31,36.32,-,39.34,-,1.01,-,49.33,-
2026-07-03T15:53:40,36.38,-,35.14,-,0.68,-,44.9,-
2026-07-03T15:53:30,36.68,-,43.86,-,1.13,-,50.05,-
2026-07-03T15:53:20,36.43,-,40.55,-,0.76,-,36.55,-
2026-07-03T15:53:10,36.71,-,39.2,-,0.95,-,49.58,-
2026-07-03T15:53:00,36.74,-,36.46,-,0.98,-,50.63,-
2026-07-03T15:52:50,36.32,-,36.11,-,0.76,-,48.61,-
2026-07-03T15:52:40,36.39,-,41.65,-,0.67,-,46.91,-
2026-07-03T15:52:30,36.51,-,37.27,-,0.97,-,59.09,-
2026-07-02T22:35:31,36.43,-,40.92,-,1.01,-,38.39,-
2026-07-02T22:35:21,36.66,-,39.0,-,0.2,baja,33.95,-
2026-07-02T22:35:11,36.74,-,40.64,-,1.25,-,63.22,-
2026-07-02T22:35:01,36.43,-,43.86,-,1.23,-,36.69,-
2026-07-02T22:34:51,36.79,-,38.55,-,1.27,-,38.07,-
2026-07-02T22:34:41,36.46,-,35.09,-,1.21,-,58.14,-
2026-07-02T22:33:31,36.31,-,35.12,-,0.84,-,45.33,-
2026-07-02T22:33:21,36.62,-,45.15,-,0.92,-,34.61,-
2026-07-02T22:33:11,36.55,-,45.32,-,0.79,-,41.23,-
2026-07-02T22:33:01,36.42,-,38.55,-,0.83,-,51.47,-
2026-07-02T22:32:41,36.3,-,43.49,-,1.24,-,58.48,-
2026-07-02T22:30:41,36.7,-,43.51,-,0.71,-,35.93,-
2026-07-02T22:30:11,36.75,-,41.74,-,0.8,-,48.39,-
2026-07-02T22:30:01,36.33,-,45.94,-,0.95,-,54.11,-
2026-07-02T22:29:51,36.21,-,56.52,alta,0.68,-,35.22,-
2026-07-02T22:29:41,36.26,-,39.47,-,0.76,-,66.2,-
2026-07-02T22:29:31,36.37,-,39.77,-,0.79,-,63.15,-
2026-07-02T22:29:21,36.4,-,38.28,-,0.97,-,35.44,-
2026-07-02T22:29:11,36.33,-,41.56,-,1.14,-,40.87,-
2026-07-02T22:29:01,36.32,-,42.88,-,0.59,-,60.8,-
2026-07-02T22:28:51,36.26,-,42.56,-,0.67,-,53.0,-
2026-07-02T22:28:41,36.22,-,44.42,-,0.89,-,55.41,-
2026-07-02T22:28:31,36.55,-,35.31,-,1.24,-,60.03,-
2026-07-02T22:28:21,36.35,-,41.11,-,0.99,-,39.78,-
2026-07-02T22:28:01,36.38,-,36.66,-,1.09,-,47.59,-
2026-07-02T22:26:21,36.7,-,34.93,-,0.62,-,50.78,-
2026-07-02T22:25:31,36.5,-,38.01,-,0.76,-,51.71,-
2026-07-02T22:24:31,36.64,-,44.92,-,0.59,-,58.18,-
2026-07-02T22:24:21,36.57,-,35.25,-,1.0,-,67.4,-
2026-07-02T22:24:11,36.69,-,34.08,-,0.92,-,44.99,-
2026-07-02T22:24:01,36.41,-,36.6,-,1.25,-,58.18,-
2026-07-02T22:23:41,36.64,-,37.96,-,1.02,-,38.76,-
2026-07-02T22:22:51,36.48,-,36.26,-,0.83,-,55.32,-
2026-07-02T22:22:21,36.25,-,45.86,-,0.69,-,55.43,-
2026-07-02T22:21:31,36.22,-,35.83,-,0.68,-,61.4,-
2026-07-02T22:21:01,36.26,-,45.06,-,1.17,-,65.65,-
2026-07-02T22:20:51,36.53,-,38.26,-,0.99,-,66.0,-
2026-07-02T22:20:41,36.26,-,36.66,-,0.78,-,52.6,-
2026-07-02T22:20:31,36.52,-,38.87,-,0.65,-,45.92,-
2026-07-02T22:20:21,36.31,-,35.5,-,0.91,-,35.12,-
2026-07-02T22:20:11,36.37,-,42.05,-,0.94,-,57.93,-
2026-07-02T22:20:01,36.75,-,45.25,-,0.63,-,41.53,-
2026-07-02T22:19:41,36.51,-,38.15,-,1.2,-,41.95,-
2026-07-02T22:19:31,38.78,alta,40.22,-,0.83,-,51.66,-
2026-07-02T22:19:01,36.72,-,39.6,-,0.7,-,46.47,-
2026-07-02T22:18:51,36.4,-,41.69,-,1.22,-,43.79,-
2026-07-02T22:18:41,36.32,-,35.69,-,0.61,-,92.39,alto
2026-07-02T22:18:31,36.45,-,41.84,-,0.74,-,45.37,-
2026-07-02T22:18:21,36.68,-,44.58,-,1.21,-,64.55,-
