fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2026-07-03T16:38:51,36.39,-,39.05,-,0.84,-,43.4,-
2026-07-03T16:38:21,36.62,-,39.17,-,0.59,-,41.39,-
2026-07-03T16:38:11,36.78,-,43.18,-,0.94,-,58.63,-
2026-07-03T16:38:01,36.66,-,44.81,-,0.98,-,36.73,-
2026-07-03T16:37:11,36.32,-,44.84,-,0.79,-,46.56,-
2026-07-03T16:37:01,36.77,-,40.67,-,0.59,-,58.63,-
2026-07-03T16:36:51,38.51,alta,40.64,-,1.07,-,47.44,-
2026-07-03T16:36:21,36.3,-,34.34,-,0.99,-,36.77,-
2026-07-03T16:36:11,36.24,-,45.73,-,0.81,-,48.45,-
2026-07-03T16:36:01,36.77,-,36.11,-,0.93,-,38.78,-
2026-07-03T16:35:51,36.47,-,45.23,-,1.23,-,58.02,-
2026-07-03T16:35:21,36.32,-,41.82,-,1.27,-,49.18,-
2026-07-03T16:35:11,36.22,-,38.36,-,0.74,-,58.93,-
2026-07-03T16:35:01,36.57,-,43.39,-,0.78,-,48.16,-
2026-07-03T16:34:31,36.46,-,41.78,-,1.26,-,61.2,-
2026-07-03T16:34:21,36.22,-,45.03,-,1.12,-,54.53,-
2026-07-03T16:33:51,36.67,-,43.1,-,0.93,-,41.54,-
2026-07-03T16:33:41,36.53,-,37.99,-,0.88,-,49.66,-
2026-07-03T16:33:21,36.53,-,43.76,-,0.77,-,46.41,-
2026-07-03T16:33:11,36.51,-,35.62,-,1.2,-,38.3,-
2026-07-03T16:33:01,36.7,-,42.07,-,1.05,-,64.86,-
2026-07-03T16:32:51,36.79,-,43.98,-,1.25,-,56.56,-
2026-07-03T16:32:41,36.68,-,36.67,-,1.14,-,58.28,-
2026-07-03T16:32:31,36.57,-,44.33,-,1.26,-,44.09,-
2026-07-03T16:32:21,36.77,-,43.95,-,1.03,-,42.45,-
2026-07-03T16:32:11,36.62,-,41.55,-,0.8,-,44.54,-
2026-07-03T16:32:01,36.59,-,44.13,-,1.03,-,42.62,-
2026-07-03T16:31:51,36.47,-,36.68,-,0.77,-,61.59,-
2026-07-03T16:31:41,36.61,-,39.95,-,0.89,-,62.76,-
2026-07-03T16:31:31,36.73,-,44.12,-,1.19,-,47.07,-
2026-07-03T16:31:21,36.61,-,44.97,-,1.03,-,40.55,-
2026-07-03T16:31:11,36.29,-,38.75,-,1.02,-,61.96,-
2026-07-03T16:31:01,36.36,-,40.13,-,0.6,-,59.68,-
2026-07-03T16:30:51,36.22,-,42.18,-,0.63,-,62.55,-
2026-07-03T16:30:41,36.58,-,37.01,-,0.78,-,55.42,-
2026-07-03T16:30:31,36.46,-,37.59,-,0.86,-,59.82,-
2026-07-03T16:30:21,36.27,-,44.22,-,0.95,-,40.7,-
2026-07-03T16:30:11,36.79,-,38.08,-,0.84,-,63.89,-
2026-07-03T16:30:01,36.65,-,44.21,-,0.67,-,40.32,-
2026-07-03T16:29:51,36.77,-,45.26,-,0.92,-,50.09,-
2026-07-03T16:29:41,36.53,-,43.1,-,1.04,-,67.12,-
2026-07-03T16:29:31,36.26,-,41.92,-,1.03,-,47.52,-
2026-07-03T16:29:21,36.4,-,42.12,-,0.81,-,60.96,-
2026-07-03T16:29:01,36.27,-,37.84,-,0.82,-,49.63,-
2026-07-03T16:28:01,36.7,-,38.41,-,0.69,-,35.09,-
2026-07-03T16:27:51,36.73,-,41.68,-,0.72,-,47.67,-
2026-07-03T16:27:41,36.31,-,39.55,-,1.08,-,44.28,-
2026-07-03T16:27:31,36.77,-,38.68,-,0.79,-,52.3,-
2026-07-03T16:26:11,36.54,-,35.61,-,1.02,-,48.5,-
2026-07-03T16:25:21,36.44,-,42.28,-,0.76,-,38.91,-
2026-07-03T16:25:11,36.25,-,40.61,-,0.64,-,52.55,-
2026-07-03T16:24:51,36.6,-,41.03,-,1.14,-,62.73,-
2026-07-03T16:24:31,36.29,-,39.26,-,0.74,-,64.12,-
2026-07-03T16:24:21,36.77,-,39.94,-,1.17,-,37.1,-
2026-07-03T16:22:01,36.49,-,38.33,-,0.59,-,54.03,-
2026-07-03T16:21:51,36.43,-,38.21,-,0.72,-,62.48,-
2026-07-03T16:21:41,36.67,-,44.1,-,0.76,-,37.05,-
2026-07-03T16:20:11,36.5,-,41.38,-,1.12,-,51.11,-
2026-07-03T15:53:30,36.7,-,40.63,-,0.89,-,38.33,-
2026-07-03T15:52:30,36.35,-,41.11,-,1.26,-,37.17,-
2026-07-03T15:52:20,36.59,-,44.83,-,1.19,-,33.85,-
2026-07-03T15:52:10,36.71,-,37.56,-,1.25,-,37.67,-
2026-07-03T15:51:50,36.27,-,37.0,-,0.68,-,44.29,-
2026-07-03T15:51:40,36.8,-,41.21,-,0.64,-,35.78,-
2026-07-03T15:51:30,36.25,-,40.58,-,1.04,-,64.47,-
2026-07-03T15:51:20,36.28,-,38.09,-,1.01,-,39.57,-
2026-07-03T15:51:10,36.42,-,41.41,-,0.62,-,59.09,-
2026-07-03T15:51:00,36.74,-,45.14,-,0.97,-,36.75,-
2026-07-03T15:50:50,36.72,-,38.65,-,1.0,-,45.18,-
2026-07-03T15:50:40,36.32,-,40.09,-,1.05,-,41.69,-
2026-07-03T15:50:20,36.77,-,35.73,-,0.68,-,61.74,-
2026-07-03T15:50:10,36.73,-,39.53,-,0.9,-,47.39,-
2026-07-03T15:50:00,36.41,-,42.98,-,1.14,-,66.91,-
2026-07-02T22:35:21,36.38,-,37.93,-,0.71,-,57.37,-
2026-07-02T22:35:11,36.44,-,43.73,-,1.19,-,49.58,-
2026-07-02T22:35:01,36.32,-,38.89,-,1.13,-,59.3,-
2026-07-02T22:34:51,36.56,-,34.77,-,0.16,baja,43.17,-
2026-07-02T22:34:41,36.42,-,38.47,-,0.59,-,55.02,-
2026-07-02T22:34:31,36.22,-,39.99,-,0.95,-,43.87,-
2026-07-02T22:34:21,36.61,-,39.0,-,0.77,-,49.1,-
2026-07-02T22:34:11,36.32,-,36.63,-,1.16,-,48.02,-
2026-07-02T22:34:01,36.51,-,34.5,-,0.68,-,39.59,-
2026-07-02T22:33:51,36.59,-,37.25,-,1.23,-,52.9,-
2026-07-02T22:33:41,36.49,-,45.37,-,0.59,-,45.35,-
2026-07-02T22:33:31,36.3,-,41.51,-,1.13,-,40.75,-
2026-07-02T22:33:21,36.5,-,43.69,-,1.04,-,37.39,-
2026-07-02T22:32:21,36.69,-,43.76,-,1.15,-,38.26,-
2026-07-02T22:32:11,36.53,-,34.85,-,0.73,-,62.76,-
2026-07-02T22:32:01,36.78,-,45.31,-,1.09,-,65.18,-
2026-07-02T22:31:41,36.24,-,35.96,-,1.2,-,54.9,-
2026-07-02T22:31:11,36.34,-,35.94,-,0.63,-,40.36,-
2026-07-02T22:31:01,36.55,-,36.2,-,0.65,-,42.31,-
2026-07-02T22:30:31,36.42,-,34.83,-,1.1,-,34.34,-
2026-07-02T22:30:21,36.24,-,37.75,-,0.84,-,47.42,-
2026-07-02T22:30:11,36.28,-,34.61,-,0.66,-,46.46,-
2026-07-02T22:30:01,36.29,-,34.81,-,0.83,-,52.72,-
2026-07-02T22:28:21,36.35,-,44.85,-,0.78,-,51.52,-
2026-07-02T22:28:11,36.74,-,38.54,-,0.82,-,34.54,-
2026-07-02T22:28:01,36.73,-,36.33,-,0.8,-,38.16,-
2026-07-02T22:27:51,36.68,-,41.99,-,1.02,-,45.4,-
2026-07-02T22:27:41,36.73,-,42.6,-,0.69,-,65.72,-
2026-07-02T22:27:31,36.7,-,35.26,-,0.83,-,42.47,-
2026-07-02T22:27:21,36.48,-,37.74,-,0.7,-,66.91,-
2026-07-02T22:27:11,36.39,-,43.76,-,0.93,-,46.72,-
2026-07-02T22:27:01,36.38,-,36.91,-,1.12,-,53.11,-
2026-07-02T22:25:21,36.58,-,37.1,-,1.7,alta,49.09,-
2026-07-02T22:24:51,36.4,-,37.53,-,1.23,-,55.04,-
