fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2026-07-03T16:38:21,36.57,-,42.0,-,1.12,-,55.77,-
2026-07-03T16:37:41,36.21,-,41.01,-,1.2,-,52.97,-
2026-07-03T16:37:21,36.5,-,38.56,-,1.09,-,55.46,-
2026-07-03T16:36:41,36.58,-,45.72,-,1.25,-,53.39,-
2026-07-03T16:35:11,36.47,-,37.44,-,1.07,-,47.26,-
2026-07-03T16:35:01,36.74,-,37.87,-,0.62,-,68.03,-
2026-07-03T16:34:51,36.55,-,37.38,-,0.67,-,66.93,-
2026-07-03T16:34:41,36.25,-,42.94,-,0.99,-,50.05,-
2026-07-03T16:34:11,36.79,-,40.86,-,1.03,-,61.24,-
2026-07-03T16:33:11,36.51,-,38.49,-,1.06,-,67.05,-
2026-07-03T16:32:41,36.26,-,38.36,-,0.73,-,44.34,-
2026-07-03T16:32:31,36.69,-,44.56,-,0.82,-,67.8,-
2026-07-03T16:31:51,36.66,-,40.41,-,0.63,-,56.47,-
2026-07-03T16:31:01,36.53,-,38.91,-,1.23,-,44.17,-
2026-07-03T16:30:51,36.35,-,35.12,-,1.14,-,48.54,-
2026-07-03T16:30:21,36.71,-,44.37,-,1.05,-,40.67,-
2026-07-03T16:30:11,36.66,-,38.48,-,0.82,-,44.8,-
2026-07-03T16:30:01,36.24,-,38.94,-,0.7,-,47.94,-
2026-07-03T16:29:51,36.24,-,38.82,-,0.93,-,44.17,-
2026-07-03T16:29:21,36.65,-,39.62,-,0.87,-,45.98,-
2026-07-03T16:29:11,36.3,-,40.84,-,1.12,-,49.35,-
2026-07-03T16:29:01,36.37,-,36.08,-,0.86,-,36.48,-
2026-07-03T16:28:41,36.3,-,39.61,-,0.8,-,57.63,-
2026-07-03T16:28:31,36.54,-,34.38,-,0.85,-,36.08,-
2026-07-03T16:28:11,36.36,-,39.23,-,1.25,-,57.81,-
2026-07-03T16:28:01,36.5,-,37.02,-,1.23,-,48.95,-
2026-07-03T16:27:41,36.3,-,40.51,-,0.8,-,44.72,-
2026-07-03T16:27:31,36.78,-,38.74,-,0.93,-,59.81,-
2026-07-03T16:25:31,36.67,-,42.1,-,0.83,-,42.99,-
2026-07-03T16:23:41,36.59,-,44.21,-,1.17,-,37.59,-
2026-07-03T16:23:31,36.23,-,44.84,-,1.21,-,55.85,-
2026-07-03T16:23:21,36.43,-,41.47,-,0.81,-,68.26,-
2026-07-03T16:23:11,36.77,-,36.01,-,1.07,-,52.22,-
2026-07-03T16:23:01,36.22,-,40.44,-,0.63,-,35.11,-
2026-07-03T16:22:51,36.61,-,38.42,-,0.93,-,37.95,-
2026-07-03T16:22:41,36.48,-,41.39,-,1.23,-,45.17,-
2026-07-03T16:22:31,36.44,-,37.7,-,1.03,-,37.8,-
2026-07-03T16:22:21,36.2,-,38.22,-,1.23,-,59.45,-
2026-07-03T16:20:41,36.51,-,37.7,-,1.16,-,65.46,-
2026-07-03T16:20:31,36.63,-,38.5,-,0.86,-,62.61,-
2026-07-03T15:53:10,36.56,-,39.46,-,1.12,-,60.35,-
2026-07-03T15:52:50,36.73,-,43.63,-,0.65,-,53.56,-
2026-07-03T15:52:00,36.74,-,38.76,-,0.92,-,51.05,-
2026-07-03T15:51:40,36.33,-,40.4,-,0.93,-,47.63,-
2026-07-03T15:51:30,36.61,-,38.56,-,1.04,-,55.78,-
2026-07-03T15:50:10,36.53,-,42.32,-,1.05,-,49.71,-
2026-07-03T15:50:00,36.79,-,43.89,-,1.14,-,67.82,-
2026-07-02T22:35:11,36.71,-,35.91,-,0.94,-,34.81,-
2026-07-02T22:33:41,36.22,-,40.23,-,0.83,-,2.92,bajo
2026-07-02T22:33:11,36.34,-,38.57,-,0.96,-,39.89,-
2026-07-02T22:33:01,36.51,-,38.31,-,1.25,-,58.43,-
2026-07-02T22:32:51,36.66,-,38.62,-,0.99,-,50.16,-
2026-07-02T22:32:41,36.49,-,37.87,-,1.1,-,47.78,-
2026-07-02T22:32:31,36.6,-,42.25,-,0.85,-,55.82,-
2026-07-02T22:32:21,36.43,-,40.94,-,1.08,-,48.55,-
2026-07-02T22:32:11,36.43,-,37.27,-,0.79,-,46.85,-
2026-07-02T22:32:01,36.43,-,34.33,-,0.94,-,36.27,-
2026-07-02T22:31:51,36.3,-,41.23,-,1.13,-,50.19,-
2026-07-02T22:31:41,36.6,-,42.96,-,0.89,-,56.71,-
2026-07-02T22:31:31,36.21,-,37.03,-,1.05,-,53.99,-
2026-07-02T22:31:21,36.34,-,37.13,-,1.14,-,56.65,-
2026-07-02T22:31:11,36.79,-,39.4,-,0.68,-,61.54,-
2026-07-02T22:31:01,36.51,-,39.3,-,1.11,-,49.14,-
2026-07-02T22:30:51,36.52,-,45.96,-,0.99,-,36.7,-
2026-07-02T22:30:31,36.69,-,40.5,-,0.65,-,39.43,-
2026-07-02T22:30:11,36.72,-,41.62,-,1.02,-,41.79,-
2026-07-02T22:29:51,36.37,-,38.89,-,0.94,-,47.23,-
2026-07-02T22:29:41,36.62,-,39.5,-,0.84,-,61.74,-
2026-07-02T22:29:31,36.42,-,41.88,-,1.2,-,63.58,-
2026-07-02T22:29:21,36.22,-,41.26,-,0.83,-,55.63,-
2026-07-02T22:29:11,36.41,-,45.89,-,0.72,-,65.0,-
2026-07-02T22:29:01,36.27,-,36.91,-,0.99,-,63.14,-
2026-07-02T22:28:51,36.31,-,38.54,-,1.04,-,47.55,-
2026-07-02T22:28:31,36.67,-,41.37,-,0.61,-,66.15,-
2026-07-02T22:28:21,36.32,-,38.43,-,1.2,-,61.81,-
2026-07-02T22:28:11,36.44,-,34.73,-,0.94,-,37.9,-
2026-07-02T22:28:01,36.61,-,35.84,-,1.07,-,52.27,-
2026-07-02T22:27:51,36.32,-,43.99,-,0.78,-,37.37,-
2026-07-02T22:27:41,36.66,-,43.83,-,1.21,-,42.21,-
2026-07-02T22:27:31,36.73,-,42.28,-,1.07,-,62.16,-
2026-07-02T22:27:21,36.71,-,38.24,-,1.23,-,66.68,-
2026-07-02T22:27:11,36.27,-,38.87,-,1.07,-,58.9,-
2026-07-02T22:27:01,36.62,-,45.68,-,0.91,-,67.42,-
2026-07-02T22:26:51,36.22,-,44.6,-,1.16,-,66.58,-
2026-07-02T22:26:41,36.64,-,36.69,-,0.68,-,47.92,-
