fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2026-07-03T16:38:41,36.58,-,40.65,-,1.19,-,62.79,-
2026-07-03T16:38:11,36.3,-,37.61,-,0.92,-,50.96,-
2026-07-03T16:38:01,36.22,-,43.06,-,1.27,-,56.95,-
2026-07-03T16:37:51,36.6,-,36.77,-,0.92,-,59.33,-
2026-07-03T16:37:41,36.63,-,44.44,-,0.99,-,56.71,-
2026-07-03T16:37:31,36.37,-,42.65,-,0.64,-,67.86,-
2026-07-03T16:37:21,36.58,-,39.58,-,0.68,-,62.83,-
2026-07-03T16:37:11,36.2,-,37.58,-,0.89,-,65.05,-
2026-07-03T16:37:01,36.33,-,43.01,-,0.88,-,61.51,-
2026-07-03T16:36:51,36.65,-,44.93,-,1.06,-,45.29,-
2026-07-03T16:36:41,36.74,-,36.91,-,1.16,-,48.5,-
2026-07-03T16:36:31,36.47,-,44.19,-,1.25,-,14.21,bajo
2026-07-03T16:36:21,36.37,-,40.91,-,1.24,-,44.23,-
2026-07-03T16:36:11,36.31,-,43.37,-,1.0,-,65.88,-
2026-07-03T16:36:01,36.36,-,40.63,-,0.68,-,62.06,-
2026-07-03T16:35:51,36.74,-,40.24,-,1.0,-,55.67,-
2026-07-03T16:35:31,36.28,-,40.01,-,0.9,-,55.46,-
2026-07-03T16:34:11,36.61,-,42.08,-,0.77,-,65.75,-
2026-07-03T16:34:01,36.73,-,37.19,-,1.1,-,54.31,-
2026-07-03T16:33:41,36.63,-,36.6,-,0.83,-,68.63,-
2026-07-03T16:33:11,36.61,-,34.25,-,0.76,-,49.24,-
2026-07-03T16:32:41,36.53,-,40.0,-,1.25,-,59.73,-
2026-07-03T16:32:11,36.62,-,42.35,-,0.69,-,47.05,-
2026-07-03T16:32:01,36.22,-,45.22,-,0.7,-,54.61,-
2026-07-03T16:31:51,36.34,-,44.64,-,0.73,-,52.08,-
2026-07-03T16:31:31,36.43,-,44.11,-,1.04,-,60.61,-
2026-07-03T16:31:21,36.52,-,37.36,-,0.99,-,51.77,-
2026-07-03T16:31:11,36.39,-,45.71,-,1.12,-,55.42,-
2026-07-03T16:31:01,36.76,-,44.46,-,0.76,-,55.85,-
2026-07-03T16:30:51,36.53,-,40.35,-,1.16,-,43.01,-
2026-07-03T16:30:41,36.37,-,20.48,baja,0.9,-,47.96,-
2026-07-03T16:30:31,36.26,-,43.17,-,1.08,-,65.64,-
2026-07-03T16:30:21,36.27,-,43.04,-,0.61,-,52.65,-
2026-07-03T16:29:51,36.36,-,43.8,-,0.65,-,50.96,-
2026-07-03T16:29:41,36.73,-,35.75,-,1.12,-,59.24,-
2026-07-03T16:29:31,36.44,-,35.25,-,0.91,-,48.75,-
