fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2026-07-03T16:38:21,36.7,-,44.72,-,1.24,-,57.06,-
2026-07-03T16:38:11,36.55,-,44.55,-,0.71,-,48.56,-
2026-07-03T16:38:01,36.79,-,37.31,-,0.92,-,54.81,-
2026-07-03T16:37:31,36.65,-,43.31,-,0.96,-,34.37,-
2026-07-03T16:37:21,36.69,-,40.02,-,1.26,-,50.42,-
2026-07-03T16:37:11,36.74,-,44.61,-,1.23,-,55.12,-
2026-07-03T16:37:01,36.56,-,40.42,-,1.11,-,47.97,-
2026-07-03T16:36:51,36.26,-,45.83,-,0.87,-,48.08,-
2026-07-03T16:36:31,36.44,-,38.98,-,0.71,-,2.07,bajo
2026-07-03T16:36:21,36.69,-,36.46,-,1.08,-,54.3,-
2026-07-03T16:36:11,36.4,-,38.84,-,1.27,-,43.02,-
2026-07-03T16:36:01,36.54,-,40.11,-,0.68,-,63.33,-
2026-07-03T16:35:01,36.55,-,41.52,-,0.81,-,55.91,-
2026-07-03T16:34:51,36.56,-,42.0,-,1.14,-,61.03,-
2026-07-03T16:34:41,36.75,-,43.45,-,0.65,-,59.99,-
2026-07-03T16:34:31,36.51,-,40.97,-,1.18,-,54.65,-
2026-07-03T16:34:21,36.32,-,36.01,-,0.64,-,49.0,-
2026-07-03T16:30:01,36.34,-,41.41,-,0.73,-,36.74,-
2026-07-03T16:29:31,36.75,-,42.51,-,0.19,baja,44.11,-
2026-07-03T16:29:11,36.21,-,37.79,-,0.9,-,43.17,-
2026-07-03T16:27:51,36.62,-,41.13,-,0.98,-,42.93,-
2026-07-03T16:27:41,36.77,-,42.75,-,0.17,baja,40.67,-
2026-07-03T16:27:11,36.31,-,45.86,-,0.76,-,58.79,-
2026-07-03T16:27:01,36.56,-,34.12,-,1.26,-,61.03,-
2026-07-03T16:26:51,36.24,-,42.86,-,0.74,-,51.88,-
2026-07-03T16:26:41,36.21,-,40.21,-,0.73,-,63.34,-
2026-07-03T16:26:11,36.31,-,45.27,-,1.02,-,62.32,-
2026-07-03T16:25:21,36.31,-,42.54,-,0.98,-,52.66,-
2026-07-03T16:25:11,36.48,-,36.68,-,1.09,-,36.33,-
2026-07-03T16:25:01,36.49,-,37.88,-,1.19,-,38.75,-
