fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2026-07-03T16:38:11,36.71,-,39.19,-,0.67,-,62.11,-
2026-07-03T16:36:41,36.47,-,44.25,-,1.07,-,45.68,-
2026-07-03T16:36:31,36.25,-,38.56,-,0.91,-,51.19,-
2026-07-03T16:36:21,36.21,-,43.31,-,0.98,-,64.93,-
2026-07-03T16:36:11,36.47,-,38.33,-,0.91,-,51.42,-
2026-07-03T16:36:01,36.44,-,43.89,-,1.13,-,65.89,-
2026-07-03T16:35:51,36.35,-,34.63,-,0.59,-,57.47,-
2026-07-03T16:35:41,36.24,-,41.09,-,0.98,-,60.79,-
2026-07-03T16:34:11,36.68,-,42.97,-,0.62,-,64.85,-
2026-07-03T16:34:01,36.39,-,45.55,-,0.77,-,55.83,-
2026-07-03T16:33:51,36.43,-,35.14,-,1.05,-,69.6,-
2026-07-03T16:33:21,36.79,-,37.11,-,0.95,-,46.69,-
2026-07-03T16:33:11,36.24,-,37.62,-,0.78,-,53.61,-
2026-07-03T16:30:41,36.38,-,41.68,-,1.18,-,60.61,-
2026-07-03T16:29:11,36.57,-,44.44,-,0.67,-,63.47,-
2026-07-03T16:29:01,36.3,-,36.9,-,0.92,-,44.47,-
2026-07-03T16:28:51,36.57,-,44.61,-,0.73,-,69.33,-
2026-07-03T16:28:41,36.68,-,45.5,-,0.64,-,66.45,-
2026-07-03T16:28:21,36.72,-,42.08,-,1.23,-,99.79,alto
2026-07-03T16:27:31,36.35,-,35.39,-,0.93,-,45.27,-
2026-07-03T16:27:21,36.21,-,40.35,-,0.75,-,44.92,-
2026-07-03T16:26:11,36.21,-,36.86,-,1.16,-,42.44,-
2026-07-03T16:26:01,36.73,-,39.9,-,1.16,-,45.43,-
2026-07-03T16:25:51,36.4,-,45.31,-,1.05,-,59.14,-
2026-07-03T16:25:31,36.67,-,40.24,-,0.62,-,43.27,-
2026-07-03T16:25:21,36.68,-,43.57,-,0.61,-,58.25,-
2026-07-03T16:25:11,36.46,-,39.05,-,0.69,-,51.69,-
2026-07-03T16:25:01,36.64,-,41.47,-,0.9,-,46.51,-
2026-07-03T16:24:51,36.59,-,45.81,-,0.67,-,53.98,-
2026-07-03T16:24:41,36.73,-,41.22,-,1.27,-,63.0,-
2026-07-03T16:24:31,36.51,-,45.73,-,0.92,-,58.3,-
2026-07-03T16:24:21,36.31,-,36.5,-,0.82,-,67.71,-
2026-07-03T16:24:11,36.23,-,42.22,-,1.21,-,47.97,-
2026-07-03T16:24:01,36.23,-,35.93,-,1.23,-,46.0,-
2026-07-03T16:23:51,36.51,-,43.58,-,1.03,-,68.57,-
2026-07-03T16:23:31,38.95,alta,39.72,-,1.19,-,55.96,-
2026-07-03T16:23:11,36.37,-,42.68,-,0.7,-,62.86,-
2026-07-03T16:23:01,36.72,-,36.78,-,1.08,-,42.85,-
2026-07-03T16:22:51,36.69,-,35.47,-,0.89,-,63.34,-
2026-07-03T16:22:41,36.41,-,34.35,-,0.64,-,42.11,-
2026-07-03T16:22:31,36.77,-,45.15,-,0.78,-,62.85,-
2026-07-03T16:22:21,36.79,-,38.86,-,1.05,-,66.42,-
2026-07-03T16:22:11,36.27,-,35.92,-,1.25,-,64.97,-
2026-07-03T16:22:01,36.23,-,40.94,-,1.07,-,44.9,-
2026-07-03T16:21:51,36.49,-,41.06,-,0.79,-,68.0,-
2026-07-03T16:21:41,38.53,alta,34.16,-,0.75,-,68.69,-
2026-07-03T16:21:31,36.58,-,40.75,-,1.12,-,70.13,-
2026-07-03T16:21:21,36.51,-,40.71,-,0.86,-,68.82,-
2026-07-03T16:21:11,36.42,-,36.62,-,1.02,-,66.8,-
2026-07-03T16:21:01,36.24,-,45.08,-,0.92,-,66.15,-
2026-07-03T16:20:41,36.75,-,38.03,-,1.25,-,46.47,-
2026-07-03T16:20:21,36.55,-,38.21,-,0.85,-,45.04,-
2026-07-03T16:20:11,36.59,-,40.61,-,0.84,-,70.38,-
2026-07-03T15:53:40,36.6,-,36.82,-,0.72,-,62.34,-
2026-07-03T15:53:30,36.26,-,39.66,-,0.87,-,62.75,-
2026-07-03T15:53:20,36.47,-,40.63,-,0.77,-,51.58,-
2026-07-03T15:53:10,36.66,-,35.79,-,0.61,-,68.61,-
2026-07-03T15:53:00,36.23,-,42.57,-,0.93,-,54.64,-
2026-07-03T15:52:50,36.34,-,44.89,-,0.58,-,62.1,-
